room_type_id,large_double_bed,large_bed,single_bed,sofa_bed,double_bed,small_double_bed,king_size_bed,futon_mattress,bunk_bed,flexibility_score,sqm,bathroom_count,is_private_bathroom,views,balcony-terrace,closet,air_conditioning,hair_dryer,complimentary-bottled-water,bathtub,shower,refrigerator,high-floor,dressing-room,ground-floor,private-pool,top-floor,complimentary-instant-coffee,electric-blanket,free-welcome-drink,low-floor,complimentary-tea,coffee-tea-maker,hot-spring-access,bedroom_count,price_option_price,adults_number,children_number,bãi_đậu_xe,phòng_tập,wifi_miễn_phí,không_hoàn_tiền,miễn_phí_hủy,vào_hồ_bơi_miễn_phí,đã_kèm_bữa_sáng,hotel_id,room_room_type_name,hotel_name,hotel_address,region
4111.0,1,1,1,1,1,1,1,1,1,1.0,16.0,1.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1219498.0,2.0,0.0,1,1,1,1,1,1,1,73179078.0,Phòng Superior giường Queen (Superior Queen Bed),Khách sạn A25 - 130 Bà Triệu (A25 Hotel - 130 Bà Triệu),"130 Ba Trieu, Phuong Hai Ba Trung, Thanh pho Ha Noi, Quận Hai Bà Trưng, Hà Nội, Việt Nam, 100000",Hà Nội
4111.0,1,1,1,1,1,1,1,1,1,1.0,16.0,1.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1494252.9999999998,2.0,0.0,1,1,1,1,1,1,1,73179078.0,Phòng Superior giường Queen (Superior Queen Bed),Khách sạn A25 - 130 Bà Triệu (A25 Hotel - 130 Bà Triệu),"130 Ba Trieu, Phuong Hai Ba Trung, Thanh pho Ha Noi, Quận Hai Bà Trưng, Hà Nội, Việt Nam, 100000",Hà Nội
4112.0,1,1,1,1,1,1,1,1,1,1.0,18.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1313305.9999999998,2.0,0.0,1,1,1,1,1,1,1,73179078.0,Deluxe giường Queen (Deluxe Queen),Khách sạn A25 - 130 Bà Triệu (A25 Hotel - 130 Bà Triệu),"130 Ba Trieu, Phuong Hai Ba Trung, Thanh pho Ha Noi, Quận Hai Bà Trưng, Hà Nội, Việt Nam, 100000",Hà Nội
4112.0,1,1,1,1,1,1,1,1,1,1.0,18.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1609195.0,2.0,0.0,1,1,1,1,1,1,1,73179078.0,Deluxe giường Queen (Deluxe Queen),Khách sạn A25 - 130 Bà Triệu (A25 Hotel - 130 Bà Triệu),"130 Ba Trieu, Phuong Hai Ba Trung, Thanh pho Ha Noi, Quận Hai Bà Trưng, Hà Nội, Việt Nam, 100000",Hà Nội
4113.0,1,1,1,1,1,1,1,1,1,1.0,20.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1407455.0,2.0,0.0,1,1,1,1,1,1,1,73179078.0,Phòng Deluxe Suite Có Ban Công (Deluxe Suite Balcony),Khách sạn A25 - 130 Bà Triệu (A25 Hotel - 130 Bà Triệu),"130 Ba Trieu, Phuong Hai Ba Trung, Thanh pho Ha Noi, Quận Hai Bà Trưng, Hà Nội, Việt Nam, 100000",Hà Nội
4113.0,1,1,1,1,1,1,1,1,1,1.0,20.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1724137.9999999998,2.0,0.0,1,1,1,1,1,1,1,73179078.0,Phòng Deluxe Suite Có Ban Công (Deluxe Suite Balcony),Khách sạn A25 - 130 Bà Triệu (A25 Hotel - 130 Bà Triệu),"130 Ba Trieu, Phuong Hai Ba Trung, Thanh pho Ha Noi, Quận Hai Bà Trưng, Hà Nội, Việt Nam, 100000",Hà Nội
4114.0,1,1,1,1,1,1,1,1,1,1.0,52.0,0.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,657417.0,2.0,0.0,1,1,1,1,1,1,1,24329112.0,One-bedroom Deluxe Apartment with Kitchen and Bathtub,The Bloom Classic – Sự kết hợp tuyệt vời giữa không gian ấm cúng và thư giãn đô thị (The Bloom Classic – An Excellent Blend of Cozy Living and Urban Relaxation),"No. 58, Truong Cong Giai Street, Dich Vong Hau Ward, Cau Giay District, Hanoi, Cầu Giấy, Hà Nội, Việt Nam, 113000",Hà Nội
4114.0,1,1,1,1,1,1,1,1,1,1.0,52.0,0.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1206841.0,2.0,0.0,1,1,1,1,1,1,1,24329112.0,One-bedroom Deluxe Apartment with Kitchen and Bathtub,The Bloom Classic – Sự kết hợp tuyệt vời giữa không gian ấm cúng và thư giãn đô thị (The Bloom Classic – An Excellent Blend of Cozy Living and Urban Relaxation),"No. 58, Truong Cong Giai Street, Dich Vong Hau Ward, Cau Giay District, Hanoi, Cầu Giấy, Hà Nội, Việt Nam, 113000",Hà Nội
4115.0,1,1,1,1,1,1,1,1,1,1.0,52.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,704195.9999999999,2.0,0.0,1,1,1,1,1,1,1,24329112.0,Suite Loại Sang 1 Phòng Ngủ (Deluxe 1-Bedroom Suite),The Bloom Classic – Sự kết hợp tuyệt vời giữa không gian ấm cúng và thư giãn đô thị (The Bloom Classic – An Excellent Blend of Cozy Living and Urban Relaxation),"No. 58, Truong Cong Giai Street, Dich Vong Hau Ward, Cau Giay District, Hanoi, Cầu Giấy, Hà Nội, Việt Nam, 113000",Hà Nội
4115.0,1,1,1,1,1,1,1,1,1,1.0,52.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,760560.0000000001,2.0,0.0,1,1,1,1,1,1,1,24329112.0,Suite Loại Sang 1 Phòng Ngủ (Deluxe 1-Bedroom Suite),The Bloom Classic – Sự kết hợp tuyệt vời giữa không gian ấm cúng và thư giãn đô thị (The Bloom Classic – An Excellent Blend of Cozy Living and Urban Relaxation),"No. 58, Truong Cong Giai Street, Dich Vong Hau Ward, Cau Giay District, Hanoi, Cầu Giấy, Hà Nội, Việt Nam, 113000",Hà Nội
4115.0,1,1,1,1,1,1,1,1,1,1.0,52.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1249453.0,2.0,0.0,1,1,1,1,1,1,1,24329112.0,Suite Loại Sang 1 Phòng Ngủ (Deluxe 1-Bedroom Suite),The Bloom Classic – Sự kết hợp tuyệt vời giữa không gian ấm cúng và thư giãn đô thị (The Bloom Classic – An Excellent Blend of Cozy Living and Urban Relaxation),"No. 58, Truong Cong Giai Street, Dich Vong Hau Ward, Cau Giay District, Hanoi, Cầu Giấy, Hà Nội, Việt Nam, 113000",Hà Nội
4116.0,1,1,1,1,1,1,1,1,1,1.0,56.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,732744.9999999999,2.0,0.0,1,1,1,1,1,1,1,24329112.0,Studio có Giường cỡ King - Không hút thuốc (Executive Suite with Kitchenette),The Bloom Classic – Sự kết hợp tuyệt vời giữa không gian ấm cúng và thư giãn đô thị (The Bloom Classic – An Excellent Blend of Cozy Living and Urban Relaxation),"No. 58, Truong Cong Giai Street, Dich Vong Hau Ward, Cau Giay District, Hanoi, Cầu Giấy, Hà Nội, Việt Nam, 113000",Hà Nội
4116.0,1,1,1,1,1,1,1,1,1,1.0,56.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,783970.0,2.0,0.0,1,1,1,1,1,1,1,24329112.0,Studio có Giường cỡ King - Không hút thuốc (Executive Suite with Kitchenette),The Bloom Classic – Sự kết hợp tuyệt vời giữa không gian ấm cúng và thư giãn đô thị (The Bloom Classic – An Excellent Blend of Cozy Living and Urban Relaxation),"No. 58, Truong Cong Giai Street, Dich Vong Hau Ward, Cau Giay District, Hanoi, Cầu Giấy, Hà Nội, Việt Nam, 113000",Hà Nội
4116.0,1,1,1,1,1,1,1,1,1,1.0,56.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1287910.0,2.0,0.0,1,1,1,1,1,1,1,24329112.0,Studio có Giường cỡ King - Không hút thuốc (Executive Suite with Kitchenette),The Bloom Classic – Sự kết hợp tuyệt vời giữa không gian ấm cúng và thư giãn đô thị (The Bloom Classic – An Excellent Blend of Cozy Living and Urban Relaxation),"No. 58, Truong Cong Giai Street, Dich Vong Hau Ward, Cau Giay District, Hanoi, Cầu Giấy, Hà Nội, Việt Nam, 113000",Hà Nội
4117.0,1,1,1,1,1,1,1,1,1,1.0,52.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,821954.0,2.0,0.0,1,1,1,1,1,1,1,24329112.0,Penthouse Suite,The Bloom Classic – Sự kết hợp tuyệt vời giữa không gian ấm cúng và thư giãn đô thị (The Bloom Classic – An Excellent Blend of Cozy Living and Urban Relaxation),"No. 58, Truong Cong Giai Street, Dich Vong Hau Ward, Cau Giay District, Hanoi, Cầu Giấy, Hà Nội, Việt Nam, 113000",Hà Nội
4117.0,1,1,1,1,1,1,1,1,1,1.0,52.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,878358.0,2.0,0.0,1,1,1,1,1,1,1,24329112.0,Penthouse Suite,The Bloom Classic – Sự kết hợp tuyệt vời giữa không gian ấm cúng và thư giãn đô thị (The Bloom Classic – An Excellent Blend of Cozy Living and Urban Relaxation),"No. 58, Truong Cong Giai Street, Dich Vong Hau Ward, Cau Giay District, Hanoi, Cầu Giấy, Hà Nội, Việt Nam, 113000",Hà Nội
4117.0,1,1,1,1,1,1,1,1,1,1.0,52.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1422901.0,2.0,0.0,1,1,1,1,1,1,1,24329112.0,Penthouse Suite,The Bloom Classic – Sự kết hợp tuyệt vời giữa không gian ấm cúng và thư giãn đô thị (The Bloom Classic – An Excellent Blend of Cozy Living and Urban Relaxation),"No. 58, Truong Cong Giai Street, Dich Vong Hau Ward, Cau Giay District, Hanoi, Cầu Giấy, Hà Nội, Việt Nam, 113000",Hà Nội
4118.0,1,1,1,1,1,1,1,1,1,1.0,24.027956970030445,1.0,1,nature,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,185328.0,2.0,0.0,1,1,1,1,1,1,1,62076897.0,Phòng đoi nhỏ hoặc phòng 2 giường đơn (Small Double or Twin Room),Ba Đình Le Rêveur homestay (Ba Dinh Le Rêveur Homestay),"No. 114, Ngoc Ha Street, Ba Dinh District, Hanoi, Vietnam, Ba Đình, Hà Nội, Việt Nam, 100000",Hà Nội
4118.0,1,1,1,1,1,1,1,1,1,1.0,38.09944161119627,1.0,1,nature,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,202500.0,2.0,0.0,1,1,1,1,1,1,1,62076897.0,Phòng đoi nhỏ hoặc phòng 2 giường đơn (Small Double or Twin Room),Ba Đình Le Rêveur homestay (Ba Dinh Le Rêveur Homestay),"No. 114, Ngoc Ha Street, Ba Dinh District, Hanoi, Vietnam, Ba Đình, Hà Nội, Việt Nam, 100000",Hà Nội
4119.0,1,1,1,1,1,1,1,1,1,1.0,43.60277700704255,1.0,1,nature,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,207411.0,2.0,0.0,1,1,1,1,1,1,1,62076897.0,Phòng Đôi Loại Sang (Deluxe Double Room),Ba Đình Le Rêveur homestay (Ba Dinh Le Rêveur Homestay),"No. 114, Ngoc Ha Street, Ba Dinh District, Hanoi, Vietnam, Ba Đình, Hà Nội, Việt Nam, 100000",Hà Nội
4119.0,1,1,1,1,1,1,1,1,1,1.0,34.43202840598118,1.0,1,nature,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,217499.99999999997,2.0,0.0,1,1,1,1,1,1,1,62076897.0,Phòng Đôi Loại Sang (Deluxe Double Room),Ba Đình Le Rêveur homestay (Ba Dinh Le Rêveur Homestay),"No. 114, Ngoc Ha Street, Ba Dinh District, Hanoi, Vietnam, Ba Đình, Hà Nội, Việt Nam, 100000",Hà Nội
4120.0,1,1,1,1,1,1,1,1,1,1.0,24.652312723832143,1.0,1,garden,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,246140.0,3.0,0.0,1,1,1,1,1,1,1,62076897.0,Phòng Với Sân Hiên Nhìn Ra Vườn (Garden View Terrace Room),Ba Đình Le Rêveur homestay (Ba Dinh Le Rêveur Homestay),"No. 114, Ngoc Ha Street, Ba Dinh District, Hanoi, Vietnam, Ba Đình, Hà Nội, Việt Nam, 100000",Hà Nội
4120.0,1,1,1,1,1,1,1,1,1,1.0,18.320750399809935,1.0,1,garden,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,262500.0,3.0,0.0,1,1,1,1,1,1,1,62076897.0,Phòng Với Sân Hiên Nhìn Ra Vườn (Garden View Terrace Room),Ba Đình Le Rêveur homestay (Ba Dinh Le Rêveur Homestay),"No. 114, Ngoc Ha Street, Ba Dinh District, Hanoi, Vietnam, Ba Đình, Hà Nội, Việt Nam, 100000",Hà Nội
4121.0,1,1,1,1,1,1,1,1,1,1.0,30.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,281303.0,4.0,0.0,1,1,1,1,1,1,1,62076897.0,Phòng 4 Người (Quadruple Room),Ba Đình Le Rêveur homestay (Ba Dinh Le Rêveur Homestay),"No. 114, Ngoc Ha Street, Ba Dinh District, Hanoi, Vietnam, Ba Đình, Hà Nội, Việt Nam, 100000",Hà Nội
4121.0,1,1,1,1,1,1,1,1,1,1.0,30.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,352500.0,5.0,0.0,1,1,1,1,1,1,1,62076897.0,Phòng 4 Người (Quadruple Room),Ba Đình Le Rêveur homestay (Ba Dinh Le Rêveur Homestay),"No. 114, Ngoc Ha Street, Ba Dinh District, Hanoi, Vietnam, Ba Đình, Hà Nội, Việt Nam, 100000",Hà Nội
4122.0,1,1,1,1,1,1,1,1,1,1.0,30.0,1.0,1,nature,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,351628.99999999994,6.0,0.0,1,1,1,1,1,1,1,62076897.0,Phòng Gia Đình (Family Room),Ba Đình Le Rêveur homestay (Ba Dinh Le Rêveur Homestay),"No. 114, Ngoc Ha Street, Ba Dinh District, Hanoi, Vietnam, Ba Đình, Hà Nội, Việt Nam, 100000",Hà Nội
4122.0,1,1,1,1,1,1,1,1,1,1.0,30.0,1.0,1,nature,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,450000.0,6.0,0.0,1,1,1,1,1,1,1,62076897.0,Phòng Gia Đình (Family Room),Ba Đình Le Rêveur homestay (Ba Dinh Le Rêveur Homestay),"No. 114, Ngoc Ha Street, Ba Dinh District, Hanoi, Vietnam, Ba Đình, Hà Nội, Việt Nam, 100000",Hà Nội
4123.0,1,1,1,1,1,1,1,1,1,1.0,30.0,1.0,1,nature,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,77358.0,1.0,0.0,1,1,1,1,1,1,1,62076897.0,Giường Trong Phòng Ngủ Tập Thể 6 Giường (Bed in 6-Bed Dormitory Room),Ba Đình Le Rêveur homestay (Ba Dinh Le Rêveur Homestay),"No. 114, Ngoc Ha Street, Ba Dinh District, Hanoi, Vietnam, Ba Đình, Hà Nội, Việt Nam, 100000",Hà Nội
4123.0,1,1,1,1,1,1,1,1,1,1.0,30.0,1.0,1,nature,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,82500.0,1.0,0.0,1,1,1,1,1,1,1,62076897.0,Giường Trong Phòng Ngủ Tập Thể 6 Giường (Bed in 6-Bed Dormitory Room),Ba Đình Le Rêveur homestay (Ba Dinh Le Rêveur Homestay),"No. 114, Ngoc Ha Street, Ba Dinh District, Hanoi, Vietnam, Ba Đình, Hà Nội, Việt Nam, 100000",Hà Nội
4124.0,1,1,1,1,1,1,1,1,1,1.0,15.0,1.0,1,nature,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,175814.0,1.0,0.0,1,1,1,1,1,1,1,62076897.0,Phòng Đơn (Single Room),Ba Đình Le Rêveur homestay (Ba Dinh Le Rêveur Homestay),"No. 114, Ngoc Ha Street, Ba Dinh District, Hanoi, Vietnam, Ba Đình, Hà Nội, Việt Nam, 100000",Hà Nội
4124.0,1,1,1,1,1,1,1,1,1,1.0,15.0,1.0,1,nature,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,187500.0,1.0,0.0,1,1,1,1,1,1,1,62076897.0,Phòng Đơn (Single Room),Ba Đình Le Rêveur homestay (Ba Dinh Le Rêveur Homestay),"No. 114, Ngoc Ha Street, Ba Dinh District, Hanoi, Vietnam, Ba Đình, Hà Nội, Việt Nam, 100000",Hà Nội
4125.0,1,1,1,1,1,1,1,1,1,1.0,25.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,712322.0,2.0,0.0,1,1,1,1,1,1,1,37138655.0,Phòng Studio Tiêu chuẩn (Standard Studio),Căn hộ cao cấp Muse Hanoi - D' Eldorado (Muse Hanoi Luxury Apartment - D' Eldorado),"659a Lac Long Quan, Tay Ho District , Quận Tây Hồ, Hà Nội, Việt Nam, 100000",Hà Nội
4125.0,1,1,1,1,1,1,1,1,1,1.0,25.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1000000.0,2.0,0.0,1,1,1,1,1,1,1,37138655.0,Phòng Studio Tiêu chuẩn (Standard Studio),Căn hộ cao cấp Muse Hanoi - D' Eldorado (Muse Hanoi Luxury Apartment - D' Eldorado),"659a Lac Long Quan, Tay Ho District , Quận Tây Hồ, Hà Nội, Việt Nam, 100000",Hà Nội
4126.0,1,1,1,1,1,1,1,1,1,1.0,25.0,1.0,1,lake,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,747938.0,2.0,0.0,1,1,1,1,1,1,1,37138655.0,Phòng Studio Có Ban Công (Studio Balcony),Căn hộ cao cấp Muse Hanoi - D' Eldorado (Muse Hanoi Luxury Apartment - D' Eldorado),"659a Lac Long Quan, Tay Ho District , Quận Tây Hồ, Hà Nội, Việt Nam, 100000",Hà Nội
4126.0,1,1,1,1,1,1,1,1,1,1.0,25.0,1.0,1,lake,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1050000.0,2.0,1.0,1,1,1,1,1,1,1,37138655.0,Phòng Studio Có Ban Công (Studio Balcony),Căn hộ cao cấp Muse Hanoi - D' Eldorado (Muse Hanoi Luxury Apartment - D' Eldorado),"659a Lac Long Quan, Tay Ho District , Quận Tây Hồ, Hà Nội, Việt Nam, 100000",Hà Nội
4127.0,1,1,1,1,1,1,1,1,1,1.0,35.0,1.0,1,lake,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,903238.0,2.0,0.0,1,1,1,1,1,1,1,37138655.0,Căn Hộ 1 Phòng Ngủ có Ban Công (One Bedroom Apartment - Balcony),Căn hộ cao cấp Muse Hanoi - D' Eldorado (Muse Hanoi Luxury Apartment - D' Eldorado),"659a Lac Long Quan, Tay Ho District , Quận Tây Hồ, Hà Nội, Việt Nam, 100000",Hà Nội
4127.0,1,1,1,1,1,1,1,1,1,1.0,35.0,1.0,1,lake,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1250000.0,2.0,1.0,1,1,1,1,1,1,1,37138655.0,Căn Hộ 1 Phòng Ngủ có Ban Công (One Bedroom Apartment - Balcony),Căn hộ cao cấp Muse Hanoi - D' Eldorado (Muse Hanoi Luxury Apartment - D' Eldorado),"659a Lac Long Quan, Tay Ho District , Quận Tây Hồ, Hà Nội, Việt Nam, 100000",Hà Nội
4128.0,1,1,1,1,1,1,1,1,1,1.0,75.0,2.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1523691.0,4.0,0.0,1,1,1,1,1,1,1,37138655.0,Căn Hộ 2 Phòng Ngủ (Two Bedroom Apartment),Căn hộ cao cấp Muse Hanoi - D' Eldorado (Muse Hanoi Luxury Apartment - D' Eldorado),"659a Lac Long Quan, Tay Ho District , Quận Tây Hồ, Hà Nội, Việt Nam, 100000",Hà Nội
4128.0,1,1,1,1,1,1,1,1,1,1.0,75.0,2.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1655821.0,2.0,0.0,1,1,1,1,1,1,1,37138655.0,Căn Hộ 2 Phòng Ngủ (Two Bedroom Apartment),Căn hộ cao cấp Muse Hanoi - D' Eldorado (Muse Hanoi Luxury Apartment - D' Eldorado),"659a Lac Long Quan, Tay Ho District , Quận Tây Hồ, Hà Nội, Việt Nam, 100000",Hà Nội
4129.0,1,1,1,1,1,1,1,1,1,1.0,150.0,4.0,1,lake,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,3336290.0,8.0,0.0,1,1,1,1,1,1,1,37138655.0,Căn Hộ 4 Phòng Ngủ (4-Bedroom Condominium Unit),Căn hộ cao cấp Muse Hanoi - D' Eldorado (Muse Hanoi Luxury Apartment - D' Eldorado),"659a Lac Long Quan, Tay Ho District , Quận Tây Hồ, Hà Nội, Việt Nam, 100000",Hà Nội
4129.0,1,1,1,1,1,1,1,1,1,1.0,150.0,4.0,1,lake,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,3642753.0,2.0,0.0,1,1,1,1,1,1,1,37138655.0,Căn Hộ 4 Phòng Ngủ (4-Bedroom Condominium Unit),Căn hộ cao cấp Muse Hanoi - D' Eldorado (Muse Hanoi Luxury Apartment - D' Eldorado),"659a Lac Long Quan, Tay Ho District , Quận Tây Hồ, Hà Nội, Việt Nam, 100000",Hà Nội
4130.0,1,1,1,1,1,1,1,1,1,1.0,18.0,1.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1064624.0,2.0,0.0,1,1,1,1,1,1,1,9372539.0,Phòng Standard giường đôi (Standard Double Room),Khách sạn A25 - 63A Phương Liệt (A25 Hotel - 63A Phuong Liet),"63A Phuong Liet, Phuong Phuong Liet, Thanh pho Ha Noi, Trung Hòa Nhân Chính, Hà Nội, Việt Nam, 100000",Hà Nội
4130.0,1,1,1,1,1,1,1,1,1,1.0,18.0,1.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1365000.0,2.0,1.0,1,1,1,1,1,1,1,9372539.0,Phòng Standard giường đôi (Standard Double Room),Khách sạn A25 - 63A Phương Liệt (A25 Hotel - 63A Phuong Liet),"63A Phuong Liet, Phuong Phuong Liet, Thanh pho Ha Noi, Trung Hòa Nhân Chính, Hà Nội, Việt Nam, 100000",Hà Nội
4131.0,1,1,1,1,1,1,1,1,1,1.0,20.0,1.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1234206.0,2.0,0.0,1,1,1,1,1,1,1,9372539.0,Superior 2 giường (Superior Twin),Khách sạn A25 - 63A Phương Liệt (A25 Hotel - 63A Phuong Liet),"63A Phuong Liet, Phuong Phuong Liet, Thanh pho Ha Noi, Trung Hòa Nhân Chính, Hà Nội, Việt Nam, 100000",Hà Nội
4131.0,1,1,1,1,1,1,1,1,1,1.0,20.0,1.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1474688.0,2.0,1.0,1,1,1,1,1,1,1,9372539.0,Superior 2 giường (Superior Twin),Khách sạn A25 - 63A Phương Liệt (A25 Hotel - 63A Phuong Liet),"63A Phuong Liet, Phuong Phuong Liet, Thanh pho Ha Noi, Trung Hòa Nhân Chính, Hà Nội, Việt Nam, 100000",Hà Nội
4132.0,1,1,1,1,1,1,1,1,1,1.0,20.0,1.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1234206.0,2.0,0.0,1,1,1,1,1,1,1,9372539.0,Phòng Cao Cấp Cho Hai Người (Superior Double Room),Khách sạn A25 - 63A Phương Liệt (A25 Hotel - 63A Phuong Liet),"63A Phuong Liet, Phuong Phuong Liet, Thanh pho Ha Noi, Trung Hòa Nhân Chính, Hà Nội, Việt Nam, 100000",Hà Nội
4132.0,1,1,1,1,1,1,1,1,1,1.0,20.0,1.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1474688.0,2.0,1.0,1,1,1,1,1,1,1,9372539.0,Phòng Cao Cấp Cho Hai Người (Superior Double Room),Khách sạn A25 - 63A Phương Liệt (A25 Hotel - 63A Phuong Liet),"63A Phuong Liet, Phuong Phuong Liet, Thanh pho Ha Noi, Trung Hòa Nhân Chính, Hà Nội, Việt Nam, 100000",Hà Nội
4133.0,1,1,1,1,1,1,1,1,1,1.0,25.0,1.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1327277.0,2.0,0.0,1,1,1,1,1,1,1,9372539.0,Phòng Loại Sang Giường Đôi (Deluxe Double Room),Khách sạn A25 - 63A Phương Liệt (A25 Hotel - 63A Phuong Liet),"63A Phuong Liet, Phuong Phuong Liet, Thanh pho Ha Noi, Trung Hòa Nhân Chính, Hà Nội, Việt Nam, 100000",Hà Nội
4133.0,1,1,1,1,1,1,1,1,1,1.0,25.0,1.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1633125.0,2.0,1.0,1,1,1,1,1,1,1,9372539.0,Phòng Loại Sang Giường Đôi (Deluxe Double Room),Khách sạn A25 - 63A Phương Liệt (A25 Hotel - 63A Phuong Liet),"63A Phuong Liet, Phuong Phuong Liet, Thanh pho Ha Noi, Trung Hòa Nhân Chính, Hà Nội, Việt Nam, 100000",Hà Nội
4134.0,1,1,1,1,1,1,1,1,1,1.0,30.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1568427.0,2.0,0.0,1,1,1,1,1,1,1,9372539.0,Suite Deluxe (Deluxe Suite),Khách sạn A25 - 63A Phương Liệt (A25 Hotel - 63A Phuong Liet),"63A Phuong Liet, Phuong Phuong Liet, Thanh pho Ha Noi, Trung Hòa Nhân Chính, Hà Nội, Việt Nam, 100000",Hà Nội
4134.0,1,1,1,1,1,1,1,1,1,1.0,30.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,2010938.0,3.0,0.0,1,1,1,1,1,1,1,9372539.0,Suite Deluxe (Deluxe Suite),Khách sạn A25 - 63A Phương Liệt (A25 Hotel - 63A Phuong Liet),"63A Phuong Liet, Phuong Phuong Liet, Thanh pho Ha Noi, Trung Hòa Nhân Chính, Hà Nội, Việt Nam, 100000",Hà Nội
